session,monkey,area,ml,ap,ks_cluster,site,unitDSP,unitWAV,contamPct,amplitude,ksClass,phyClass,nSpikes,ISI_2ms,ISI_2_4_ratio,high_isi_viol,low_spk_viol,manual_inspection_viol
troy-agl_t-2021-06-25,troy,A1,111,106,0,1,DSP01a,WAV01a,111.9,8.4,mua ,mua  ,4327,0.693481276005548,0.280373831775701,0,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,4,1,DSP01b,WAV01b,288.6,33.5,mua ,good ,1238,7.76071139854487,0.398340248962656,1,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,5,1,DSP01c,WAV01c,500,32.9,mua ,good ,143,1.40845070422535,0.666666666666667,0,1,1
troy-agl_t-2021-06-25,troy,A1,111,106,105,1,DSP01d,WAV01d,104.6,10.2,mua ,mua  ,16818,4.69762740084438,0.271105010295127,1,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,106,1,DSP01e,WAV01e,104.6,10.2,mua ,mua  ,6484,3.0078667283665,0.459905660377358,1,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,3,2,DSP02a,WAV02a,129.4,8.9,mua ,mua  ,4401,1.70454545454545,0.426136363636364,0,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,7,2,DSP02b,WAV02b,134.9,8.6,mua ,mua  ,3782,1.82491404390373,0.621621621621622,0,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,8,2,DSP02c,WAV02c,90.3,10.1,mua ,good ,35911,6.27123363965469,0.350888127142412,1,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,12,3,DSP03a,WAV03a,59.7,9.4,mua ,mua  ,7211,1.06796116504854,0.356481481481481,0,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,13,3,DSP03b,WAV03b,72.2,9.5,mua ,mua  ,9334,1.575056252009,0.368421052631579,0,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,14,3,DSP03c,WAV03c,101.1,11.1,mua ,mua  ,33331,7.04170417041704,0.436732415333085,1,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,19,4,DSP04a,WAV04a,0,30.5,good,good ,1863,0,0,0,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,20,4,DSP04b,WAV04b,69.1,10.9,mua ,good ,18973,3.39974699557242,0.207863358040606,1,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,30,5,DSP05a,WAV05a,82.6,10,mua ,mua  ,18081,2.85951327433628,0.290612703766161,1,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,85,6,DSP06a,WAV06a,56.2,8.9,mua ,mua  ,1517,0.131926121372032,0.181818181818182,0,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,86,6,DSP06b,WAV06b,56.2,8.9,mua ,mua  ,4653,0.257953568357696,0.173913043478261,0,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,34,7,DSP07a,WAV07a,67.9,9.3,mua ,mua  ,3482,0.545820166618788,0.283582089552239,0,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,38,8,DSP08a,WAV08a,40.8,8.2,mua ,mua  ,3514,0.370054084827783,0.131313131313131,0,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,39,8,DSP08b,WAV08b,24.4,7.9,mua ,good ,1443,0.346740638002774,0.454545454545455,0,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,41,8,DSP08c,WAV08c,79.7,7.9,mua ,mua  ,1320,0.379075056861259,0.555555555555556,0,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,51,12,DSP12a,WAV12a,91.9,7.2,mua ,mua  ,3320,0.632720699005725,0.477272727272727,0,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,53,13,DSP13a,WAV13a,0,7.6,good,good ,989,0,NaN,0,1,1
troy-agl_t-2021-06-25,troy,A1,111,106,55,13,DSP13b,WAV13b,56.5,7.5,mua ,good ,970,0.309597523219814,1.5,0,1,1
troy-agl_t-2021-06-25,troy,A1,111,106,87,14,DSP14a,WAV14a,0,9.7,good,mua  ,2473,0.242718446601942,0.5,0,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,61,15,DSP15a,WAV15a,80.8,7.6,mua ,mua  ,1320,0.227445034116755,0.230769230769231,0,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,64,16,DSP16a,WAV16a,15.3,7.6,good,mua  ,2122,0.0471475719000471,0.0909090909090909,0,0,1
troy-agl_t-2021-06-25,troy,A1,111,106,65,16,DSP16b,WAV16b,51.9,6.8,mua ,mua  ,6033,0.447612732095491,0.162650602409639,0,0,1
troy-agl_t-2021-06-25,troy,44,111,106,10,17,DSP17a,WAV17a,88.9,7.7,mua ,mua  ,2445,0.368248772504092,0.25,0,0,1
troy-agl_t-2021-06-25,troy,44,111,106,11,17,DSP17b,WAV17b,55.1,7.6,mua ,mua  ,2448,0.245198201879853,0.171428571428571,0,0,1
troy-agl_t-2021-06-25,troy,44,111,106,15,18,DSP18a,WAV18a,64.5,7.6,mua ,mua  ,1348,0.22271714922049,0.428571428571429,0,0,1
troy-agl_t-2021-06-25,troy,44,111,106,16,18,DSP18b,WAV18b,20.7,8,mua ,good ,1755,0.342075256556442,0.0833333333333333,0,0,1
troy-agl_t-2021-06-25,troy,44,111,106,23,19,DSP19a,WAV19a,88.3,7.6,mua ,mua  ,1525,0.328083989501312,0.625,0,0,1
troy-agl_t-2021-06-25,troy,44,111,106,91,19,DSP19b,WAV19b,75.8,7.8,mua ,mua  ,3320,0.42181379933715,0.304347826086957,0,0,1
troy-agl_t-2021-06-25,troy,44,111,106,31,20,DSP20a,WAV20a,117.4,7.6,mua ,mua  ,1328,0.226073850791258,0.214285714285714,0,0,1
troy-agl_t-2021-06-25,troy,44,111,106,35,21,DSP21a,WAV21a,81.1,7.6,mua ,mua  ,1489,0.336021505376344,0.416666666666667,0,0,1
troy-agl_t-2021-06-25,troy,44,111,106,36,21,DSP21b,WAV21b,51.3,7.6,mua ,mua  ,1569,0.191326530612245,0.3,0,0,1
troy-agl_t-2021-06-25,troy,44,111,106,42,22,DSP22a,WAV22a,78,7.5,mua ,mua  ,1049,0.286259541984733,1,0,0,1
troy-agl_t-2021-06-25,troy,44,111,106,58,26,DSP26a,WAV26a,58.8,7.6,mua ,mua  ,938,0.213447171824973,0.5,0,1,1
troy-agl_t-2021-06-25,troy,44,111,106,67,28,DSP28a,WAV28a,75.5,7.8,mua ,mua  ,2570,0.389256520046711,0.238095238095238,0,0,1
troy-agl_t-2021-06-25,troy,44,111,106,70,29,DSP29a,WAV29a,49.7,9.5,mua ,mua  ,7522,2.97832735008642,0.176516942474389,1,0,1
troy-agl_t-2021-06-25,troy,44,111,106,71,30,DSP30a,WAV30a,0,7.6,good,mua  ,933,0,0,0,1,1
troy-agl_t-2021-06-25,troy,44,111,106,72,30,DSP30b,WAV30b,62.1,7.7,mua ,mua  ,1085,0.0922509225092251,0.166666666666667,0,0,1
troy-agl_t-2021-06-25,troy,44,111,106,74,31,DSP31a,WAV31a,32,7.7,mua ,mua  ,2544,0.157294534014943,0.166666666666667,0,0,1
troy-agl_t-2021-06-25,troy,44,111,106,76,32,DSP32a,WAV32a,86.4,7.7,mua ,mua  ,2890,0.484596746278989,0.518518518518518,0,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,0,1,DSP01a,WAV01a,74.6,7.9,mua ,good ,2459,0.48820179007323,0.260869565217391,0,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,3,2,DSP02a,WAV02a,88,9.3,mua ,good ,7719,2.24151334542628,0.325187969924812,1,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,64,2,DSP02b,WAV02b,96.4,8.1,mua ,mua  ,2243,1.15967885816235,0.376811594202899,0,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,77,2,DSP02c,WAV02c,106.1,8.3,mua ,mua  ,1988,0.704579768495219,0.466666666666667,0,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,9,3,DSP03a,WAV03a,96.9,8.4,mua ,good ,2970,1.38093634220276,0.308270676691729,0,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,16,4,DSP04a,WAV04a,95.1,9.9,mua ,good ,3780,2.09050013231013,0.354260089686099,1,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,22,5,DSP05a,WAV05a,89.1,9,mua ,good ,5101,1.52941176470588,0.297709923664122,0,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,21,6,DSP06a,WAV06a,92.5,9.6,mua ,mua  ,3372,0.86027884900623,0.397260273972603,0,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,82,6,DSP06b,WAV06b,102.8,10.8,mua ,good ,14269,3.8758059994393,0.367930805056554,1,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,83,6,DSP06c,WAV06c,102.8,10.8,mua ,good ,967,0.20703933747412,0.222222222222222,0,1,1
troy-agl_t-2021-06-28,troy,A1,111,102,27,7,DSP07a,WAV07a,77.4,9.4,mua ,good ,12414,3.64134375251752,0.352574102964119,1,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,29,7,DSP07b,WAV07b,0,25,good,good ,1904,0.0525486074619023,0.5,0,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,33,8,DSP08a,WAV08a,59.7,8.2,mua ,mua  ,3322,0.481782595603734,0.2,0,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,34,8,DSP08b,WAV08b,0,17,good,good ,1878,0,0,0,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,37,9,DSP09a,WAV09a,81.2,7.8,mua ,mua  ,1076,0.372093023255814,0.4,0,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,38,10,DSP10a,WAV10a,65.5,7.8,mua ,mua  ,1146,0.0873362445414847,0.0833333333333333,0,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,41,11,DSP11a,WAV11a,50.2,7.8,mua ,mua  ,1821,0.164835164835165,0.125,0,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,46,12,DSP12a,WAV12a,88.9,7.6,mua ,good ,913,0.43859649122807,1,0,1,1
troy-agl_t-2021-06-28,troy,A1,111,102,49,13,DSP13a,WAV13a,23.8,9.7,mua ,good ,2645,0.718608169440242,0.114457831325301,0,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,51,13,DSP13b,WAV13b,0,7.8,mua ,mua  ,430,0.233100233100233,1,0,1,1
troy-agl_t-2021-06-28,troy,A1,111,102,50,14,DSP14a,WAV14a,80.9,7,mua ,mua  ,1437,0.417827298050139,0.5,0,0,1
troy-agl_t-2021-06-28,troy,A1,111,102,55,16,DSP16a,WAV16a,79.4,7.7,mua ,good ,1647,0.364520048602673,0.260869565217391,0,0,1
troy-agl_t-2021-06-28,troy,45,111,102,7,17,DSP17a,WAV17a,101.4,7.6,mua ,mua  ,1576,0.507936507936508,0.533333333333333,0,0,1
troy-agl_t-2021-06-28,troy,45,111,102,11,18,DSP18a,WAV18a,1.6,15.1,good,good ,4000,0.0250062515628907,0.00543478260869565,0,0,1
troy-agl_t-2021-06-28,troy,45,111,102,14,18,DSP18b,WAV18b,0,8.9,good,mua  ,412,0,NaN,0,1,1
troy-agl_t-2021-06-28,troy,45,111,102,17,19,DSP19a,WAV19a,84.7,7.7,mua ,mua  ,1028,0.389483933787731,0.8,0,0,1
troy-agl_t-2021-06-28,troy,45,111,102,18,19,DSP19b,WAV19b,45.5,8.1,mua ,good ,314,0.319488817891374,0.5,0,1,1
troy-agl_t-2021-06-28,troy,45,111,102,25,20,DSP20a,WAV20a,0,7.5,good,mua  ,893,0,0,0,1,1
troy-agl_t-2021-06-28,troy,45,111,102,26,20,DSP20b,WAV20b,81.7,7.6,mua ,mua  ,1058,0.0946073793755913,0.0909090909090909,0,0,1
troy-agl_t-2021-06-28,troy,45,111,102,72,21,DSP21a,WAV21a,22.6,3.5,mua ,good ,1460,0.137080191912269,0.0645161290322581,0,0,1
troy-agl_t-2021-06-28,troy,45,111,102,73,21,DSP21b,WAV21b,22.6,3.5,mua ,good ,1621,0.493827160493827,0.210526315789474,0,0,1
troy-agl_t-2021-06-28,troy,45,111,102,43,24,DSP24a,WAV24a,61.9,7.6,mua ,mua  ,842,0.118906064209275,0.25,0,1,1
troy-agl_t-2021-06-28,troy,45,111,102,44,24,DSP24b,WAV24b,84.2,7.7,mua ,mua  ,1223,0.327332242225859,0.444444444444444,0,0,1
troy-agl_t-2021-06-28,troy,45,111,102,48,25,DSP25a,WAV25a,0,7.9,good,mua  ,597,0,0,0,1,1
troy-agl_t-2021-06-28,troy,45,111,102,53,26,DSP26a,WAV26a,112.9,7.7,mua ,mua  ,1056,0.663507109004739,0.538461538461538,0,0,1
troy-agl_t-2021-06-28,troy,45,111,102,57,28,DSP28a,WAV28a,100,7.5,mua ,mua  ,554,0.54249547920434,1,0,1,1
troy-agl_t-2021-06-28,troy,45,111,102,59,29,DSP29a,WAV29a,53.2,11.3,mua ,good ,3438,1.57113762001746,0.145161290322581,0,0,1
troy-agl_t-2021-06-28,troy,45,111,102,60,30,DSP30a,WAV30a,68.4,8.1,mua ,mua  ,2166,0.69284064665127,0.147058823529412,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,4,1,DSP01a,WAV01a,60.8,8.3,mua ,mua  ,6886,0.900508351488744,0.213793103448276,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,0,2,DSP02a,WAV02a,106.9,7.9,mua ,mua  ,3094,0.711283543485289,0.271604938271605,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,5,2,DSP02b,WAV02b,65.6,7.8,mua ,mua  ,1951,0.307692307692308,0.285714285714286,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,9,3,DSP03a,WAV03a,82.6,8.6,mua ,good ,6716,1.20625465376024,0.273648648648649,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,10,3,DSP03b,WAV03b,83.9,8.1,mua ,mua  ,2475,0.606305578011318,0.340909090909091,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,14,4,DSP04a,WAV04a,87,8.6,mua ,mua  ,10815,1.94192713149621,0.270618556701031,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,15,4,DSP04b,WAV04b,99.5,8.7,mua ,good ,2290,0.524246395806029,0.292682926829268,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,16,4,DSP04c,WAV04c,101.9,9,mua ,good ,3866,0.957309184993532,0.352380952380952,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,19,5,DSP05a,WAV05a,0,17.4,good,good ,1819,0,0,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,23,5,DSP05b,WAV05b,51.2,9.2,mua ,mua  ,15147,1.77604648091905,0.250932835820896,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,106,5,DSP05c,WAV05c,104.8,8.6,mua ,mua  ,2341,0.555555555555556,0.232142857142857,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,107,5,DSP05d,WAV05d,104.8,8.6,mua ,mua  ,35,0,NaN,0,1,1
troy-agl_t-2021-07-01,troy,A1,113,104,21,6,DSP06a,WAV06a,64.3,7.6,mua ,mua  ,10075,1.49890808020647,0.184822521419829,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,30,6,DSP06b,WAV06b,70.5,8.7,mua ,mua  ,3378,0.562629552857566,0.180952380952381,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,31,6,DSP06c,WAV06c,5.8,21.5,good,good ,8575,0.0933053417308141,0.0267558528428094,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,34,7,DSP07a,WAV07a,73.8,8.8,mua ,mua  ,6993,1.55892448512586,0.429133858267717,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,35,7,DSP07b,WAV07b,107.5,10.2,mua ,mua  ,11488,3.0817445808305,0.341698841698842,1,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,38,8,DSP08a,WAV08a,92,7.7,mua ,mua  ,1850,0.216333153055706,0.16,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,39,8,DSP08b,WAV08b,68.5,8.5,mua ,mua  ,5551,0.864864864864865,0.30188679245283,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,40,8,DSP08c,WAV08c,89,7.9,mua ,mua  ,2258,0.443066016836509,0.37037037037037,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,45,9,DSP09a,WAV09a,76.5,7.6,mua ,mua  ,1306,0.306513409961686,0.571428571428571,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,46,9,DSP09b,WAV09b,78.3,8.2,mua ,mua  ,2522,0.436334787782626,0.305555555555556,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,47,10,DSP10a,WAV10a,62.5,7.6,mua ,good ,1394,0.215362526920316,0.6,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,48,10,DSP10b,WAV10b,88.9,7.6,mua ,mua  ,1143,0.437828371278459,0.555555555555556,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,50,11,DSP11a,WAV11a,88.1,7.7,mua ,good ,1839,0.163220892274211,0.115384615384615,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,51,11,DSP11b,WAV11b,72.3,7.6,mua ,mua  ,1549,0.322997416020672,0.555555555555556,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,52,11,DSP11c,WAV11c,124.6,7.9,mua ,mua  ,1722,0.348634514816967,0.272727272727273,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,53,11,DSP11d,WAV11d,44.4,7.8,mua ,mua  ,1188,0,0,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,54,11,DSP11e,WAV11e,82.9,7.7,mua ,mua  ,1328,0.301431801055011,0.4,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,58,12,DSP12a,WAV12a,48.5,7.8,mua ,mua  ,2495,0.200481154771451,0.192307692307692,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,59,12,DSP12b,WAV12b,71.6,8.1,mua ,mua  ,2484,0.281917035843737,0.291666666666667,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,60,12,DSP12c,WAV12c,61.8,7.1,mua ,mua  ,3694,0.433252098564852,0.307692307692308,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,64,13,DSP13a,WAV13a,65.5,8.8,mua ,mua  ,1447,0.276625172890733,0.444444444444444,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,67,13,DSP13b,WAV13b,63.6,8.1,mua ,mua  ,1362,0.14695077149155,0.222222222222222,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,68,13,DSP13c,WAV13c,82,7.8,mua ,mua  ,2711,0.40590405904059,0.261904761904762,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,69,13,DSP13d,WAV13d,59.5,7.7,mua ,mua  ,1919,0.208550573514077,0.363636363636364,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,65,14,DSP14a,WAV14a,52.2,7.6,mua ,mua  ,2401,0.208333333333333,0.217391304347826,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,66,14,DSP14b,WAV14b,25.3,7.7,mua ,mua  ,2119,0.141643059490085,0.115384615384615,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,75,15,DSP15a,WAV15a,62.8,8.6,mua ,mua  ,3313,0.392512077294686,0.302325581395349,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,76,15,DSP15b,WAV15b,60,8.3,mua ,mua  ,2013,0.298210735586481,0.461538461538462,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,82,16,DSP16a,WAV16a,93.6,7.6,mua ,mua  ,1996,0.451127819548872,0.45,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,83,16,DSP16b,WAV16b,57.5,7.7,mua ,mua  ,2503,0.359712230215827,0.473684210526316,0,0,1
troy-agl_t-2021-07-01,troy,A1,113,104,84,16,DSP16c,WAV16c,58.1,7.7,mua ,mua  ,2426,0.247422680412371,0.1875,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,6,17,DSP17a,WAV17a,97.3,7.7,mua ,mua  ,2942,0.51003060183611,0.3125,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,7,17,DSP17b,WAV17b,61.9,7.7,mua ,mua  ,2591,0.308880308880309,0.235294117647059,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,8,17,DSP17c,WAV17c,61.9,7.8,mua ,mua  ,2879,0.312717164697707,0.264705882352941,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,12,18,DSP18a,WAV18a,53.8,7.2,mua ,mua  ,3296,0.39453717754173,0.26,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,13,18,DSP18b,WAV18b,67.5,7.7,mua ,mua  ,2979,0.402955003357958,0.266666666666667,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,17,19,DSP19a,WAV19a,72.3,7.7,mua ,mua  ,2158,0.463606861381548,0.769230769230769,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,18,19,DSP19b,WAV19b,48.1,7.1,mua ,mua  ,3398,0.35325287017957,0.203389830508475,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,32,20,DSP20a,WAV20a,55.3,9.4,mua ,mua  ,6791,1.31075110456554,0.174509803921569,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,33,20,DSP20b,WAV20b,59.3,7.5,mua ,mua  ,4221,0.592417061611374,0.409836065573771,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,36,21,DSP21a,WAV21a,67.2,7.6,mua ,mua  ,1910,0.314300680984809,0.315789473684211,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,37,21,DSP21b,WAV21b,55,7.6,mua ,mua  ,1475,0.33921302578019,0.416666666666667,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,41,22,DSP22a,WAV22a,105.3,7.9,mua ,mua  ,1129,0.265957446808511,0.3,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,42,22,DSP22b,WAV22b,55.4,7.7,mua ,mua  ,2254,0.177541056369285,0.173913043478261,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,43,22,DSP22c,WAV22c,0,14.5,good,good ,893,0,NaN,0,1,1
troy-agl_t-2021-07-01,troy,44,113,104,44,22,DSP22d,WAV22d,47.1,7.8,mua ,mua  ,2762,0.25353132922854,0.21875,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,55,24,DSP24a,WAV24a,124.6,9.3,mua ,good ,2327,0.859845227858985,0.24390243902439,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,56,24,DSP24b,WAV24b,12.4,9.4,good,good ,3508,0.342172797262618,0.0437956204379562,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,57,24,DSP24c,WAV24c,8.6,9.2,good,good ,9740,0.318307834479926,0.269565217391304,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,61,25,DSP25a,WAV25a,77.5,8.1,mua ,mua  ,1762,0.624645088018171,0.407407407407407,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,62,25,DSP25b,WAV25b,44.6,9,mua ,good ,3979,0.754147812971342,0.365853658536585,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,63,25,DSP25c,WAV25c,68.1,9.1,mua ,mua  ,5771,1.47313691507799,0.298245614035088,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,71,26,DSP26a,WAV26a,62.7,8,mua ,mua  ,2180,0.275355667737494,0.24,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,74,26,DSP26b,WAV26b,0,7.8,good,mua  ,1229,0.0814332247557003,0.0909090909090909,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,77,27,DSP27a,WAV27a,0,8.3,good,good ,906,0.110497237569061,0.333333333333333,0,1,1
troy-agl_t-2021-07-01,troy,44,113,104,79,27,DSP27b,WAV27b,4.8,22.7,good,good ,3242,0.925640234495526,0.106007067137809,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,81,27,DSP27c,WAV27c,37.6,8.3,mua ,mua  ,7482,0.654992648041706,0.203319502074689,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,86,28,DSP28a,WAV28a,64.6,8.3,mua ,good ,3530,0.651742703315387,0.433962264150943,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,87,28,DSP28b,WAV28b,52.2,9,mua ,mua  ,3987,0.802809834420472,0.444444444444444,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,89,28,DSP28c,WAV28c,48.2,8,mua ,good ,3270,0.305903946160905,0.222222222222222,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,90,29,DSP29a,WAV29a,68.1,8.2,mua ,good ,3409,0.674882629107981,0.383333333333333,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,91,29,DSP29b,WAV29b,33.7,9.4,mua ,good ,2567,0.272798129384256,0.28,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,92,29,DSP29c,WAV29c,60.1,8.7,mua ,good ,2654,0.414624952883528,0.289473684210526,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,94,30,DSP30a,WAV30a,28.4,11.6,mua ,good ,12178,0.944403383427774,0.427509293680297,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,95,30,DSP30b,WAV30b,62.3,7.9,mua ,mua  ,1848,0.270709258256632,0.166666666666667,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,96,30,DSP30c,WAV30c,41.5,10,mua ,good ,3841,0.9375,0.18848167539267,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,98,30,DSP30d,WAV30d,106.1,8.1,mua ,mua  ,2536,0.749506903353057,0.422222222222222,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,99,31,DSP31a,WAV31a,74.4,9.1,mua ,good ,2261,1.06194690265487,0.247422680412371,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,100,31,DSP31b,WAV31b,48.8,8.3,mua ,good ,2241,0.401785714285714,0.290322580645161,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,102,31,DSP31c,WAV31c,44.8,8.3,mua ,good ,2848,0.280997541271514,0.186046511627907,0,0,1
troy-agl_t-2021-07-01,troy,44,113,104,104,32,DSP32a,WAV32a,82.3,7.7,mua ,mua  ,3308,0.544299969761113,0.339622641509434,0,0,1
troy-agl_t-2021-07-05,troy,A1,111,104,5,1,DSP01a,WAV01a,88.8,7.7,mua ,mua  ,2985,0.871313672922252,0.5,0,0,1
troy-agl_t-2021-07-05,troy,A1,111,104,0,2,DSP02a,WAV02a,14.9,8.4,good,good ,3870,0.232618247609201,0.236842105263158,0,0,1
troy-agl_t-2021-07-05,troy,A1,111,104,1,2,DSP02b,WAV02b,61.7,7.9,mua ,mua  ,1300,0.153964588144727,0.2,0,0,1
troy-agl_t-2021-07-05,troy,A1,111,104,2,2,DSP02c,WAV02c,51.7,8,mua ,mua  ,2321,0.387931034482759,0.409090909090909,0,0,1
troy-agl_t-2021-07-05,troy,A1,111,104,3,2,DSP02d,WAV02d,52.6,8.2,mua ,good ,1756,0.170940170940171,0.176470588235294,0,0,1
troy-agl_t-2021-07-05,troy,A1,111,104,8,3,DSP03a,WAV03a,77.8,7.6,mua ,mua  ,1334,0.300075018754689,0.5,0,0,1
troy-agl_t-2021-07-05,troy,A1,111,104,9,3,DSP03b,WAV03b,74.8,7.6,mua ,mua  ,1607,0.062266500622665,0.0625,0,0,1
troy-agl_t-2021-07-05,troy,A1,111,104,12,4,DSP04a,WAV04a,41,7.8,mua ,mua  ,1576,0.19047619047619,0.230769230769231,0,0,1
troy-agl_t-2021-07-05,troy,A1,111,104,13,4,DSP04b,WAV04b,0,7.8,good,good ,1101,0.0909090909090909,0.166666666666667,0,0,1
