neuron_i,session_i,monkey,area,trial,seq_idx,seq_rep_n,seq_pos,elem_id,rwd_trial,prev_elem,average_win_fr,average_win_spkCount,average_win_delta_spkCount
281,10,troy,frontal,1,11,1,1,A,0,X,NaN,0,0
281,10,troy,frontal,1,11,1,2,G,0,A,NaN,0,0
281,10,troy,frontal,1,11,1,3,C,0,G,NaN,0,0
281,10,troy,frontal,1,11,1,4,F,0,C,NaN,0,0
281,10,troy,frontal,1,11,1,5,C,0,F,NaN,0,0
281,10,troy,frontal,2,13,1,1,A,0,X,NaN,0,0
281,10,troy,frontal,2,13,1,2,D,0,A,NaN,0,0
281,10,troy,frontal,2,13,1,3,F,0,D,NaN,0,0
281,10,troy,frontal,2,13,1,4,C,0,F,NaN,0,0
281,10,troy,frontal,2,13,1,5,G,0,C,NaN,0,0
281,10,troy,frontal,3,15,1,1,A,0,X,NaN,0,0
281,10,troy,frontal,3,15,1,2,C,0,A,NaN,0,0
281,10,troy,frontal,3,15,1,3,F,0,C,NaN,0,0
281,10,troy,frontal,3,15,1,4,C,0,F,NaN,0,0
281,10,troy,frontal,3,15,1,5,F,0,C,NaN,0,0
281,10,troy,frontal,4,8,1,1,A,0,X,NaN,0,0
281,10,troy,frontal,4,8,1,2,D,0,A,NaN,0,0
281,10,troy,frontal,4,8,1,3,C,0,D,NaN,0,0
281,10,troy,frontal,4,8,1,4,G,0,C,NaN,0,0
281,10,troy,frontal,4,8,1,5,F,0,G,NaN,0,0
281,10,troy,frontal,5,14,1,1,A,0,X,NaN,0,0
281,10,troy,frontal,5,14,1,2,D,0,A,NaN,0,0
281,10,troy,frontal,5,14,1,3,G,0,D,NaN,0,0
281,10,troy,frontal,5,14,1,4,F,0,G,NaN,0,0
281,10,troy,frontal,5,14,1,5,C,0,F,NaN,0,0
281,10,troy,frontal,6,5,1,1,A,0,X,NaN,0,0
281,10,troy,frontal,6,5,1,2,C,0,A,NaN,0,0
281,10,troy,frontal,6,5,1,3,F,0,C,NaN,0,0
281,10,troy,frontal,6,5,1,4,C,0,F,NaN,0,0
281,10,troy,frontal,6,5,1,5,G,0,C,NaN,0,0
281,10,troy,frontal,7,7,1,1,A,0,X,NaN,0,0
281,10,troy,frontal,7,7,1,2,C,0,A,NaN,0,0
281,10,troy,frontal,7,7,1,3,G,0,C,NaN,0,0
281,10,troy,frontal,7,7,1,4,F,0,G,NaN,0,0
281,10,troy,frontal,7,7,1,5,C,0,F,NaN,0,0
281,10,troy,frontal,8,9,1,1,A,0,X,NaN,0,0
281,10,troy,frontal,8,9,1,2,G,0,A,NaN,0,0
281,10,troy,frontal,8,9,1,3,F,0,G,NaN,0,0
281,10,troy,frontal,8,9,1,4,C,0,F,NaN,0,0
281,10,troy,frontal,8,9,1,5,D,0,C,NaN,0,0
281,10,troy,frontal,9,12,1,1,A,0,X,NaN,0,0
281,10,troy,frontal,9,12,1,2,F,0,A,NaN,0,0
281,10,troy,frontal,9,12,1,3,C,0,F,NaN,0,0
281,10,troy,frontal,9,12,1,4,G,0,C,NaN,0,0
281,10,troy,frontal,9,12,1,5,C,0,G,NaN,0,0
281,10,troy,frontal,10,4,1,1,A,0,X,NaN,0,0
281,10,troy,frontal,10,4,1,2,D,0,A,NaN,0,0
281,10,troy,frontal,10,4,1,3,C,0,D,NaN,0,0
281,10,troy,frontal,10,4,1,4,G,0,C,NaN,0,0
281,10,troy,frontal,10,4,1,5,F,0,G,NaN,0,0
281,10,troy,frontal,11,16,1,1,A,0,X,NaN,0,0
281,10,troy,frontal,11,16,1,2,D,0,A,NaN,0,0
281,10,troy,frontal,11,16,1,3,C,0,D,NaN,0,0
281,10,troy,frontal,11,16,1,4,G,0,C,NaN,0,0
281,10,troy,frontal,11,16,1,5,C,0,G,NaN,0,0
281,10,troy,frontal,12,3,1,1,A,0,X,NaN,0,0
281,10,troy,frontal,12,3,1,2,C,0,A,NaN,0,0
281,10,troy,frontal,12,3,1,3,G,0,C,NaN,0,0
281,10,troy,frontal,12,3,1,4,F,0,G,NaN,0,0
281,10,troy,frontal,12,3,1,5,C,0,F,NaN,0,0
281,10,troy,frontal,13,6,1,1,A,0,X,NaN,0,0
281,10,troy,frontal,13,6,1,2,D,0,A,NaN,0,0
281,10,troy,frontal,13,6,1,3,C,0,D,NaN,0,0
281,10,troy,frontal,13,6,1,4,F,0,C,NaN,0,0
281,10,troy,frontal,13,6,1,5,C,0,F,NaN,0,0
281,10,troy,frontal,14,2,1,1,A,0,X,NaN,0,0
281,10,troy,frontal,14,2,1,2,D,0,A,NaN,0,0
281,10,troy,frontal,14,2,1,3,C,0,D,NaN,0,0
281,10,troy,frontal,14,2,1,4,F,0,C,NaN,0,0
281,10,troy,frontal,14,2,1,5,C,0,F,NaN,0,0
281,10,troy,frontal,15,10,1,1,A,0,X,NaN,0,0
281,10,troy,frontal,15,10,1,2,C,0,A,NaN,0,0
281,10,troy,frontal,15,10,1,3,D,0,C,NaN,0,0
281,10,troy,frontal,15,10,1,4,F,0,D,NaN,0,0
281,10,troy,frontal,15,10,1,5,C,0,F,NaN,0,0
281,10,troy,frontal,16,1,1,1,A,0,X,NaN,0,0
281,10,troy,frontal,16,1,1,2,C,0,A,NaN,0,0
281,10,troy,frontal,16,1,1,3,F,0,C,NaN,0,0
281,10,troy,frontal,16,1,1,4,C,0,F,NaN,0,0
281,10,troy,frontal,16,1,1,5,G,0,C,NaN,0,0
281,10,troy,frontal,17,15,2,1,A,0,X,4.98753117206983,2,0
281,10,troy,frontal,17,15,2,2,C,0,A,7.48129675810474,3,1
281,10,troy,frontal,17,15,2,3,F,0,C,2.62094075377989,2,0
281,10,troy,frontal,17,15,2,4,C,0,F,17.9872958860603,7,5
281,10,troy,frontal,17,15,2,5,F,0,C,7.48129675810474,3,1
281,10,troy,frontal,18,13,2,1,A,0,X,NaN,0,0
281,10,troy,frontal,18,13,2,2,D,0,A,NaN,0,0
281,10,troy,frontal,18,13,2,3,F,0,D,NaN,0,0
281,10,troy,frontal,18,13,2,4,C,0,F,NaN,0,0
281,10,troy,frontal,18,13,2,5,G,0,C,NaN,0,0
281,10,troy,frontal,19,2,2,1,A,1,X,7.48129675810474,3,0
281,10,troy,frontal,19,2,2,2,D,1,A,4.98753117206983,2,-1
281,10,troy,frontal,19,2,2,3,C,1,D,4.45659438825388,2,-1
281,10,troy,frontal,19,2,2,4,F,1,C,4.98753117206983,2,-1
281,10,troy,frontal,19,2,2,5,C,1,F,9.97506234413965,4,1
281,10,troy,frontal,20,3,2,1,A,0,X,0,0,0
281,10,troy,frontal,20,3,2,2,C,0,A,12.4688279301746,5,5
281,10,troy,frontal,20,3,2,3,G,0,C,9.97506234413965,4,4
281,10,troy,frontal,20,3,2,4,F,0,G,9.97506234413965,4,4
281,10,troy,frontal,20,3,2,5,C,0,F,7.48129675810474,3,3
281,10,troy,frontal,21,5,2,1,A,1,X,7.48129675810474,3,0
281,10,troy,frontal,21,5,2,2,C,1,A,2.49376558603491,1,-2
281,10,troy,frontal,21,5,2,3,F,1,C,14.1001384906442,7,4
281,10,troy,frontal,21,5,2,4,C,1,F,7.48129675810474,3,0
281,10,troy,frontal,21,5,2,5,G,1,C,8.72889774385934,3,0
281,10,troy,frontal,22,10,2,1,A,1,X,22.3388609360074,9,0
281,10,troy,frontal,22,10,2,2,C,1,A,2.49376558603491,1,-8
281,10,troy,frontal,22,10,2,3,D,1,C,4.98753117206983,2,-7
281,10,troy,frontal,22,10,2,4,F,1,D,0,0,-9
281,10,troy,frontal,22,10,2,5,C,1,F,9.17583012476408,3,-6
281,10,troy,frontal,23,11,2,1,A,1,X,12.4688279301746,5,0
281,10,troy,frontal,23,11,2,2,G,1,A,2.49376558603491,1,-4
281,10,troy,frontal,23,11,2,3,C,1,G,9.97506234413965,5,0
281,10,troy,frontal,23,11,2,4,F,1,C,9.11260731857441,4,-1
281,10,troy,frontal,23,11,2,5,C,1,F,4.98753117206983,2,-3
281,10,troy,frontal,24,12,2,1,A,1,X,42.3940149625935,17,0
281,10,troy,frontal,24,12,2,2,F,1,A,35.7059121774191,12,-5
281,10,troy,frontal,24,12,2,3,C,1,F,9.97506234413965,4,-13
281,10,troy,frontal,24,12,2,4,G,1,C,12.4688279301746,5,-12
281,10,troy,frontal,24,12,2,5,C,1,G,12.4688279301746,5,-12
