neuron_i,session_i,monkey,area,trial,seq_idx,seq_rep_n,seq_pos,elem_id,rwd_trial,prev_elem,average_win_fr,average_win_spkCount,average_win_delta_spkCount
2071,64,walt,frontal,1,16,1,1,A,1,X,0,0,0
2071,64,walt,frontal,1,16,1,2,D,1,A,0,0,0
2071,64,walt,frontal,1,16,1,3,C,1,D,0,0,0
2071,64,walt,frontal,1,16,1,4,G,1,C,2.49376558603491,1,1
2071,64,walt,frontal,1,16,1,5,C,1,G,7.48129675810474,3,3
2071,64,walt,frontal,2,5,1,1,A,0,X,2.49376558603491,1,0
2071,64,walt,frontal,2,5,1,2,C,0,A,4.98753117206982,2,1
2071,64,walt,frontal,2,5,1,3,F,0,C,0,0,-1
2071,64,walt,frontal,2,5,1,4,C,0,F,0,0,-1
2071,64,walt,frontal,2,5,1,5,G,0,C,2.49376558603491,1,0
2071,64,walt,frontal,3,1,1,1,A,0,X,7.48129675810474,3,0
2071,64,walt,frontal,3,1,1,2,C,0,A,0,0,-3
2071,64,walt,frontal,3,1,1,3,F,0,C,0,0,-3
2071,64,walt,frontal,3,1,1,4,C,0,F,2.49376558603491,1,-2
2071,64,walt,frontal,3,1,1,5,G,0,C,2.73936111601623,1,-2
2071,64,walt,frontal,4,9,1,1,A,0,X,4.98753117206982,2,0
2071,64,walt,frontal,4,9,1,2,G,0,A,0,0,-2
2071,64,walt,frontal,4,9,1,3,F,0,G,7.48129675810474,3,1
2071,64,walt,frontal,4,9,1,4,C,0,F,2.49376558603491,1,-1
2071,64,walt,frontal,4,9,1,5,D,0,C,0,0,-2
2071,64,walt,frontal,5,2,1,1,A,0,X,4.98753117206983,2,0
2071,64,walt,frontal,5,2,1,2,D,0,A,0,0,-2
2071,64,walt,frontal,5,2,1,3,C,0,D,4.98753117206982,2,0
2071,64,walt,frontal,5,2,1,4,F,0,C,4.98753117206983,2,0
2071,64,walt,frontal,5,2,1,5,C,0,F,2.49376558603491,1,-1
2071,64,walt,frontal,6,14,1,1,A,0,X,0,0,0
2071,64,walt,frontal,6,14,1,2,D,0,A,0,0,0
2071,64,walt,frontal,6,14,1,3,G,0,D,4.98753117206982,2,2
2071,64,walt,frontal,6,14,1,4,F,0,G,0,0,0
2071,64,walt,frontal,6,14,1,5,C,0,F,9.97506234413965,4,4
2071,64,walt,frontal,7,6,1,1,A,1,X,4.98753117206983,2,0
2071,64,walt,frontal,7,6,1,2,D,1,A,4.98753117206983,2,0
2071,64,walt,frontal,7,6,1,3,C,1,D,2.58416524670166,1,-1
2071,64,walt,frontal,7,6,1,4,F,1,C,2.49376558603491,1,-1
2071,64,walt,frontal,7,6,1,5,C,1,F,0,0,-2
2071,64,walt,frontal,8,12,1,1,A,0,X,2.49376558603491,1,0
2071,64,walt,frontal,8,12,1,2,F,0,A,2.49376558603491,1,0
2071,64,walt,frontal,8,12,1,3,C,0,F,0,0,-1
2071,64,walt,frontal,8,12,1,4,G,0,C,2.49376558603491,1,0
2071,64,walt,frontal,8,12,1,5,C,0,G,2.49376558603491,1,0
2071,64,walt,frontal,9,3,1,1,A,1,X,2.06273585176605,1,0
2071,64,walt,frontal,9,3,1,2,C,1,A,2.49376558603491,1,0
2071,64,walt,frontal,9,3,1,3,G,1,C,4.98753117206983,2,1
2071,64,walt,frontal,9,3,1,4,F,1,G,0,0,-1
2071,64,walt,frontal,9,3,1,5,C,1,F,0,0,-1
2071,64,walt,frontal,10,1,2,1,A,0,X,NaN,NaN,NaN
2071,64,walt,frontal,10,1,2,2,C,0,A,NaN,NaN,NaN
2071,64,walt,frontal,10,1,2,3,F,0,C,NaN,NaN,NaN
2071,64,walt,frontal,10,1,2,4,C,0,F,NaN,NaN,NaN
2071,64,walt,frontal,10,1,2,5,G,0,C,NaN,NaN,NaN
2071,64,walt,frontal,11,10,1,1,A,0,X,2.49376558603491,1,0
2071,64,walt,frontal,11,10,1,2,C,0,A,0,0,-1
2071,64,walt,frontal,11,10,1,3,D,0,C,4.98753117206983,2,1
2071,64,walt,frontal,11,10,1,4,F,0,D,0,0,-1
2071,64,walt,frontal,11,10,1,5,C,0,F,5.23312670205114,2,1
2071,64,walt,frontal,12,7,1,1,A,1,X,2.49376558603491,1,0
2071,64,walt,frontal,12,7,1,2,C,1,A,2.49376558603491,1,0
2071,64,walt,frontal,12,7,1,3,G,1,C,0,0,-1
2071,64,walt,frontal,12,7,1,4,F,1,G,2.49376558603491,1,0
2071,64,walt,frontal,12,7,1,5,C,1,F,0,0,-1
2071,64,walt,frontal,13,13,1,1,A,1,X,0,0,0
2071,64,walt,frontal,13,13,1,2,D,1,A,2.49376558603491,1,1
2071,64,walt,frontal,13,13,1,3,F,1,D,0,0,0
2071,64,walt,frontal,13,13,1,4,C,1,F,2.49376558603491,1,1
2071,64,walt,frontal,13,13,1,5,G,1,C,0,0,0
2071,64,walt,frontal,14,7,2,1,A,1,X,2.49376558603491,1,0
2071,64,walt,frontal,14,7,2,2,C,1,A,0,0,-1
