neuron_i,session_i,monkey,area,trial,seq_idx,seq_rep_n,seq_pos,elem_id,rwd_trial,prev_elem,average_win_fr,average_win_spkCount,average_win_delta_spkCount
353,12,troy,auditory,1,10,1,1,A,1,X,14.9625935162095,6,0
353,12,troy,auditory,1,10,1,2,C,1,A,12.4688279301746,5,-1
353,12,troy,auditory,1,10,1,3,D,1,C,19.9501246882793,8,2
353,12,troy,auditory,1,10,1,4,F,1,D,17.4563591022444,7,1
353,12,troy,auditory,1,10,1,5,C,1,F,9.54403260987079,4,-2
353,12,troy,auditory,2,6,1,1,A,1,X,13.4243572561994,6,0
353,12,troy,auditory,2,6,1,2,D,1,A,21.6322037429475,10,4
353,12,troy,auditory,2,6,1,3,C,1,D,29.9251870324189,12,6
353,12,troy,auditory,2,6,1,4,F,1,C,7.48129675810474,3,-3
353,12,troy,auditory,2,6,1,5,C,1,F,24.6920603303678,10,4
353,12,troy,auditory,3,8,1,1,A,1,X,12.4688279301746,5,0
353,12,troy,auditory,3,8,1,2,D,1,A,9.97506234413965,4,-1
353,12,troy,auditory,3,8,1,3,C,1,D,4.98753117206983,2,-3
353,12,troy,auditory,3,8,1,4,G,1,C,19.9501246882793,8,3
353,12,troy,auditory,3,8,1,5,F,1,G,12.4688279301746,5,0
353,12,troy,auditory,4,12,1,1,A,1,X,9.97506234413965,4,0
353,12,troy,auditory,4,12,1,2,F,1,A,9.97506234413965,4,0
353,12,troy,auditory,4,12,1,3,C,1,F,17.4563591022444,7,3
353,12,troy,auditory,4,12,1,4,G,1,C,27.431421446384,11,7
353,12,troy,auditory,4,12,1,5,C,1,G,0,0,-4
353,12,troy,auditory,5,1,1,1,A,1,X,26.7957982876705,11,0
353,12,troy,auditory,5,1,1,2,C,1,A,14.9625935162095,6,-5
353,12,troy,auditory,5,1,1,3,F,1,C,7.17527094419938,3,-8
353,12,troy,auditory,5,1,1,4,C,1,F,12.4688279301746,5,-6
353,12,troy,auditory,5,1,1,5,G,1,C,22.1078950836662,9,-2
353,12,troy,auditory,6,11,1,1,A,1,X,29.6795915024376,12,0
353,12,troy,auditory,6,11,1,2,G,1,A,13.5021649682622,6,-6
353,12,troy,auditory,6,11,1,3,C,1,G,14.9625935162095,6,-6
353,12,troy,auditory,6,11,1,4,F,1,C,12.4688279301746,4,-8
353,12,troy,auditory,6,11,1,5,C,1,F,4.86035600432485,1,-11
353,12,troy,auditory,7,2,1,1,A,0,X,22.6034949848541,9,0
353,12,troy,auditory,7,2,1,2,D,0,A,14.9625935162095,6,-3
353,12,troy,auditory,7,2,1,3,C,0,D,4.98753117206982,2,-7
353,12,troy,auditory,7,2,1,4,F,0,C,8.59405393493712,3,-6
353,12,troy,auditory,7,2,1,5,C,0,F,7.48129675810474,3,-6
353,12,troy,auditory,8,16,1,1,A,0,X,12.4688279301746,4,0
353,12,troy,auditory,8,16,1,2,D,0,A,14.2513674617829,5,1
353,12,troy,auditory,8,16,1,3,C,0,D,9.97506234413965,4,0
353,12,troy,auditory,8,16,1,4,G,0,C,17.4563591022444,7,3
353,12,troy,auditory,8,16,1,5,C,0,G,12.4688279301746,5,1
353,12,troy,auditory,9,9,1,1,A,1,X,12.4688279301746,5,0
353,12,troy,auditory,9,9,1,2,G,1,A,11.833204771461,4,-1
353,12,troy,auditory,9,9,1,3,F,1,G,7.48129675810474,3,-2
353,12,troy,auditory,9,9,1,4,C,1,F,13.1047940522973,5,0
353,12,troy,auditory,9,9,1,5,D,1,C,28.5971014824085,11,6
353,12,troy,auditory,10,15,1,1,A,1,X,9.97506234413965,4,0
353,12,troy,auditory,10,15,1,2,C,1,A,9.17583012476408,3,-1
353,12,troy,auditory,10,15,1,3,F,1,C,19.9501246882793,8,4
353,12,troy,auditory,10,15,1,4,C,1,F,30.2636423891192,12,8
353,12,troy,auditory,10,15,1,5,F,1,C,24.9376558603491,10,6
353,12,troy,auditory,11,5,1,1,A,1,X,17.6159638127843,6,0
353,12,troy,auditory,11,5,1,2,C,1,A,7.48129675810474,3,-3
353,12,troy,auditory,11,5,1,3,F,1,C,14.6699421948962,5,-1
353,12,troy,auditory,11,5,1,4,C,1,F,14.9625935162095,6,0
353,12,troy,auditory,11,5,1,5,G,1,C,2.49376558603491,1,-5
353,12,troy,auditory,12,14,1,1,A,0,X,10.3110575347877,4,0
353,12,troy,auditory,12,14,1,2,D,0,A,4.98753117206983,2,-2
353,12,troy,auditory,12,14,1,3,G,0,D,12.4688279301746,5,1
353,12,troy,auditory,12,14,1,4,F,0,G,14.9625935162095,6,2
353,12,troy,auditory,12,14,1,5,C,0,F,14.9625935162095,6,2
353,12,troy,auditory,13,7,1,1,A,1,X,16.8203929801216,7,0
353,12,troy,auditory,13,7,1,2,C,1,A,19.9501246882793,8,1
353,12,troy,auditory,13,7,1,3,G,1,C,13.3312829557398,5,-2
353,12,troy,auditory,13,7,1,4,F,1,G,12.4688279301746,5,-2
353,12,troy,auditory,13,7,1,5,C,1,F,27.431421446384,11,4
353,12,troy,auditory,14,4,1,1,A,1,X,12.0031974057293,4,0
353,12,troy,auditory,14,4,1,2,D,1,A,15.9582809179656,6,2
353,12,troy,auditory,14,4,1,3,C,1,D,2.49376558603491,1,-3
353,12,troy,auditory,14,4,1,4,G,1,C,14.3266273940867,6,2
353,12,troy,auditory,14,4,1,5,F,1,G,9.97506234413965,4,0
353,12,troy,auditory,15,3,1,1,A,0,X,7.48129675810474,3,0
353,12,troy,auditory,15,3,1,2,C,0,A,14.9625935162095,5,2
353,12,troy,auditory,15,3,1,3,G,0,C,9.97506234413965,4,1
353,12,troy,auditory,15,3,1,4,F,0,G,10.9305916701645,5,2
353,12,troy,auditory,15,3,1,5,C,0,F,17.4563591022444,7,4
353,12,troy,auditory,16,13,1,1,A,0,X,NaN,0,0
353,12,troy,auditory,16,13,1,2,D,0,A,NaN,0,0
353,12,troy,auditory,16,13,1,3,F,0,D,NaN,0,0
353,12,troy,auditory,16,13,1,4,C,0,F,NaN,0,0
353,12,troy,auditory,16,13,1,5,G,0,C,NaN,0,0
353,12,troy,auditory,17,12,2,1,A,1,X,2.49376558603491,1,0
353,12,troy,auditory,17,12,2,2,F,1,A,19.9501246882793,8,7
353,12,troy,auditory,17,12,2,3,C,1,F,9.97506234413965,4,3
353,12,troy,auditory,17,12,2,4,G,1,C,16.5008297762195,6,5
