neuron_i,session_i,monkey,area,trial,seq_idx,seq_rep_n,seq_pos,elem_id,rwd_trial,prev_elem,average_win_fr,average_win_spkCount,average_win_delta_spkCount
1760,42,walt,auditory,1,15,1,1,A,1,X,12.4688279301746,5,0
1760,42,walt,auditory,1,15,1,2,C,1,A,25.9221356310643,10,5
1760,42,walt,auditory,1,15,1,3,F,1,C,15.4890533511267,6,1
1760,42,walt,auditory,1,15,1,4,C,1,F,28.0670446050976,11,6
1760,42,walt,auditory,1,15,1,5,F,1,C,30.3562167666878,11,6
1760,42,walt,auditory,2,2,1,1,A,1,X,32.259347907914,13,0
1760,42,walt,auditory,2,2,1,2,D,1,A,23.6914912600688,9,-4
1760,42,walt,auditory,2,2,1,3,C,1,D,16.7099788302483,7,-6
1760,42,walt,auditory,2,2,1,4,F,1,C,10.5059991279556,4,-9
1760,42,walt,auditory,2,2,1,5,C,1,F,26.2013461456876,11,-2
1760,42,walt,auditory,3,13,1,1,A,1,X,11.5132986041497,4,0
1760,42,walt,auditory,3,13,1,2,D,1,A,24.9376558603491,10,6
1760,42,walt,auditory,3,13,1,3,F,1,D,26.326984181182,10,6
1760,42,walt,auditory,3,13,1,4,C,1,F,23.7060434274021,8,4
1760,42,walt,auditory,3,13,1,5,G,1,C,19.9501246882793,8,4
1760,42,walt,auditory,4,5,1,1,A,1,X,18.3188141278096,7,0
1760,42,walt,auditory,4,5,1,2,C,1,A,29.9251870324189,12,5
1760,42,walt,auditory,4,5,1,3,F,1,C,24.9376558603491,10,3
1760,42,walt,auditory,4,5,1,4,C,1,F,24.3020327016356,9,2
1760,42,walt,auditory,4,5,1,5,G,1,C,32.3404632238674,13,6
1760,42,walt,auditory,5,6,1,1,A,1,X,17.6159638127843,6,0
1760,42,walt,auditory,5,6,1,2,D,1,A,27.431421446384,11,5
1760,42,walt,auditory,5,6,1,3,C,1,D,24.9376558603491,10,4
1760,42,walt,auditory,5,6,1,4,F,1,C,19.9501246882793,8,2
1760,42,walt,auditory,5,6,1,5,C,1,F,25.5194320501761,10,4
1760,42,walt,auditory,6,12,1,1,A,1,X,24.9376558603491,10,0
1760,42,walt,auditory,6,12,1,2,F,1,A,30.0472117775689,12,2
1760,42,walt,auditory,6,12,1,3,C,1,F,23.5483275395162,10,0
1760,42,walt,auditory,6,12,1,4,G,1,C,20.1097293988192,8,-2
1760,42,walt,auditory,6,12,1,5,C,1,G,21.4883609482894,8,-2
1760,42,walt,auditory,7,11,1,1,A,1,X,19.9501246882793,8,0
1760,42,walt,auditory,7,11,1,2,G,1,A,34.6200668831754,13,5
1760,42,walt,auditory,7,11,1,3,C,1,G,25.495860762363,10,2
1760,42,walt,auditory,7,11,1,4,F,1,C,35.7119504238643,15,7
1760,42,walt,auditory,7,11,1,5,C,1,F,24.9376558603491,10,2
1760,42,walt,auditory,8,9,1,1,A,1,X,17.4563591022444,7,0
1760,42,walt,auditory,8,9,1,2,G,1,A,16.6571268828688,6,-1
1760,42,walt,auditory,8,9,1,3,F,1,G,23.3108222487782,8,1
1760,42,walt,auditory,8,9,1,4,C,1,F,29.3323813402287,10,3
1760,42,walt,auditory,8,9,1,5,D,1,C,23.5566474511466,9,2
1760,42,walt,auditory,9,10,1,1,A,0,X,22.4438902743142,9,0
1760,42,walt,auditory,9,10,1,2,C,0,A,18.8349906517146,7,-2
1760,42,walt,auditory,9,10,1,3,D,0,C,28.2938764719493,11,2
1760,42,walt,auditory,9,10,1,4,F,0,D,34.9905259165516,13,4
1760,42,walt,auditory,9,10,1,5,C,0,F,25.766010018629,10,1
1760,42,walt,auditory,10,3,1,1,A,1,X,17.4563591022444,7,0
1760,42,walt,auditory,10,3,1,2,C,1,A,22.7971122965203,10,3
1760,42,walt,auditory,10,3,1,3,G,1,C,24.4067190765332,10,3
1760,42,walt,auditory,10,3,1,4,F,1,G,21.3422936277462,8,1
1760,42,walt,auditory,10,3,1,5,C,1,F,24.9376558603491,9,2
1760,42,walt,auditory,11,4,1,1,A,1,X,32.4189526184539,13,0
1760,42,walt,auditory,11,4,1,2,D,1,A,32.4189526184539,13,0
1760,42,walt,auditory,11,4,1,3,C,1,D,25.549290723981,10,-3
1760,42,walt,auditory,11,4,1,4,G,1,C,32.9571994697485,14,1
1760,42,walt,auditory,11,4,1,5,F,1,G,23.2431224936898,10,-3
1760,42,walt,auditory,12,7,1,1,A,1,X,22.4438902743142,9,0
1760,42,walt,auditory,12,7,1,2,C,1,A,29.0627320068537,11,2
1760,42,walt,auditory,12,7,1,3,G,1,C,32.4189526184539,13,4
1760,42,walt,auditory,12,7,1,4,F,1,G,47.3815461346633,19,10
1760,42,walt,auditory,12,7,1,5,C,1,F,24.970085403144,9,0
1760,42,walt,auditory,13,8,1,1,A,1,X,13.5815851070069,5,0
1760,42,walt,auditory,13,8,1,2,D,1,A,33.403432389169,13,8
1760,42,walt,auditory,13,8,1,3,C,1,D,37.2957266772412,16,11
1760,42,walt,auditory,13,8,1,4,G,1,C,21.6782888183943,8,3
1760,42,walt,auditory,13,8,1,5,F,1,G,19.7905199777394,8,3
1760,42,walt,auditory,14,1,1,1,A,1,X,14.6265983255614,6,0
1760,42,walt,auditory,14,1,1,2,C,1,A,20.4157552127246,9,3
1760,42,walt,auditory,14,1,1,3,F,1,C,17.4563591022444,7,1
1760,42,walt,auditory,14,1,1,4,C,1,F,29.6568915968593,11,5
1760,42,walt,auditory,14,1,1,5,G,1,C,46.0067699811637,18,12
1760,42,walt,auditory,15,16,1,1,A,1,X,27.1387701250707,10,0
1760,42,walt,auditory,15,16,1,2,D,1,A,19.9501246882793,8,-2
1760,42,walt,auditory,15,16,1,3,C,1,D,18.0923252243672,6,-4
1760,42,walt,auditory,15,16,1,4,G,1,C,40.0163241301278,16,6
1760,42,walt,auditory,15,16,1,5,C,1,G,33.3772512050179,12,2
1760,42,walt,auditory,16,1,2,1,A,1,X,24.9376558603491,9,0
1760,42,walt,auditory,16,1,2,2,C,1,A,27.6770169763654,10,1
1760,42,walt,auditory,16,1,2,3,F,1,C,23.1902705463103,9,0
