neuron_i,session_i,monkey,area,trial,seq_idx,seq_rep_n,seq_pos,elem_id,rwd_trial,prev_elem,average_win_fr,average_win_spkCount,average_win_delta_spkCount
2173,72,walt,frontal,1,12,1,1,A,1,X,2.49376558603491,1,0
2173,72,walt,frontal,1,12,1,2,F,1,A,7.48129675810474,3,2
2173,72,walt,frontal,1,12,1,3,C,1,F,6.5257674320799,2,1
2173,72,walt,frontal,1,12,1,4,G,1,C,0,0,-1
2173,72,walt,frontal,1,12,1,5,C,1,G,0,0,-1
2173,72,walt,frontal,2,11,1,1,A,1,X,4.98753117206983,2,0
2173,72,walt,frontal,2,11,1,2,G,1,A,2.49376558603491,1,-1
2173,72,walt,frontal,2,11,1,3,C,1,G,6.84567359939116,2,0
2173,72,walt,frontal,2,11,1,4,F,1,C,9.97506234413965,4,2
2173,72,walt,frontal,2,11,1,5,C,1,F,4.98753117206982,2,0
2173,72,walt,frontal,3,4,1,1,A,1,X,2.49376558603491,1,0
2173,72,walt,frontal,3,4,1,2,D,1,A,0,0,-1
2173,72,walt,frontal,3,4,1,3,C,1,D,17.4563591022444,7,6
2173,72,walt,frontal,3,4,1,4,G,1,C,2.49376558603491,1,0
2173,72,walt,frontal,3,4,1,5,F,1,G,9.97506234413965,4,3
2173,72,walt,frontal,4,1,1,1,A,1,X,0,0,0
2173,72,walt,frontal,4,1,1,2,C,1,A,4.98753117206983,2,2
2173,72,walt,frontal,4,1,1,3,F,1,C,0,0,0
2173,72,walt,frontal,4,1,1,4,C,1,F,2.49376558603491,1,1
2173,72,walt,frontal,4,1,1,5,G,1,C,12.4688279301746,5,5
2173,72,walt,frontal,5,2,1,1,A,1,X,2.49376558603491,1,0
2173,72,walt,frontal,5,2,1,2,D,1,A,0,0,-1
2173,72,walt,frontal,5,2,1,3,C,1,D,0,0,-1
2173,72,walt,frontal,5,2,1,4,F,1,C,9.97506234413965,4,3
2173,72,walt,frontal,5,2,1,5,C,1,F,0,0,-1
2173,72,walt,frontal,6,1,2,1,A,0,X,NaN,NaN,NaN
2173,72,walt,frontal,6,1,2,2,C,0,A,NaN,NaN,NaN
2173,72,walt,frontal,6,1,2,3,F,0,C,NaN,NaN,NaN
2173,72,walt,frontal,6,1,2,4,C,0,F,NaN,NaN,NaN
