neuron_i,session_i,monkey,area,trial,seq_idx,seq_rep_n,seq_pos,elem_id,rwd_trial,prev_elem,average_win_fr,average_win_spkCount,average_win_delta_spkCount
355,12,troy,auditory,1,10,1,1,A,1,X,12.4688279301746,5,0
355,12,troy,auditory,1,10,1,2,C,1,A,7.48129675810474,3,-2
355,12,troy,auditory,1,10,1,3,D,1,C,5.78676339144539,3,-2
355,12,troy,auditory,1,10,1,4,F,1,D,9.97506234413965,4,-1
355,12,troy,auditory,1,10,1,5,C,1,F,4.98753117206983,2,-3
355,12,troy,auditory,2,6,1,1,A,1,X,11.087819520972,4,0
355,12,troy,auditory,2,6,1,2,D,1,A,7.48129675810474,3,-1
355,12,troy,auditory,2,6,1,3,C,1,D,9.97506234413965,4,0
355,12,troy,auditory,2,6,1,4,F,1,C,17.4563591022444,7,3
355,12,troy,auditory,2,6,1,5,C,1,F,7.48129675810474,3,-1
355,12,troy,auditory,3,8,1,1,A,1,X,14.9625935162095,6,0
355,12,troy,auditory,3,8,1,2,D,1,A,9.97506234413965,4,-2
355,12,troy,auditory,3,8,1,3,C,1,D,4.98753117206982,2,-4
355,12,troy,auditory,3,8,1,4,G,1,C,9.01953301811481,3,-3
355,12,troy,auditory,3,8,1,5,F,1,G,14.9625935162095,6,0
355,12,troy,auditory,4,12,1,1,A,1,X,13.0883620655513,6,0
355,12,troy,auditory,4,12,1,2,F,1,A,4.98753117206982,2,-4
355,12,troy,auditory,4,12,1,3,C,1,F,14.9625935162095,6,0
355,12,troy,auditory,4,12,1,4,G,1,C,5.78676339144539,3,-3
355,12,troy,auditory,4,12,1,5,C,1,G,4.65153598142176,2,-4
355,12,troy,auditory,5,1,1,1,A,1,X,12.4688279301746,5,0
355,12,troy,auditory,5,1,1,2,C,1,A,5.51846795588577,2,-3
355,12,troy,auditory,5,1,1,3,F,1,C,12.4688279301746,5,0
355,12,troy,auditory,5,1,1,4,C,1,F,7.48129675810474,3,-2
355,12,troy,auditory,5,1,1,5,G,1,C,37.9374205743396,15,10
355,12,troy,auditory,6,11,1,1,A,1,X,5.28018249338314,2,0
355,12,troy,auditory,6,11,1,2,G,1,A,7.48129675810474,3,1
355,12,troy,auditory,6,11,1,3,C,1,G,7.48129675810474,3,1
355,12,troy,auditory,6,11,1,4,F,1,C,9.97506234413965,4,2
355,12,troy,auditory,6,11,1,5,C,1,F,7.48129675810474,3,1
355,12,troy,auditory,7,2,1,1,A,0,X,2.49376558603491,1,0
355,12,troy,auditory,7,2,1,2,D,0,A,12.4688279301746,5,4
355,12,troy,auditory,7,2,1,3,C,0,D,7.48129675810474,3,2
355,12,troy,auditory,7,2,1,4,F,0,C,2.49376558603491,1,0
355,12,troy,auditory,7,2,1,5,C,0,F,2.49376558603491,1,0
355,12,troy,auditory,8,16,1,1,A,0,X,2.49376558603491,1,0
355,12,troy,auditory,8,16,1,2,D,0,A,4.98753117206983,2,1
355,12,troy,auditory,8,16,1,3,C,0,D,4.98753117206983,2,1
355,12,troy,auditory,8,16,1,4,G,0,C,4.98753117206982,2,1
355,12,troy,auditory,8,16,1,5,C,0,G,19.9501246882793,8,7
355,12,troy,auditory,9,9,1,1,A,1,X,12.4688279301746,5,0
355,12,troy,auditory,9,9,1,2,G,1,A,2.49376558603491,1,-4
355,12,troy,auditory,9,9,1,3,F,1,G,7.48129675810474,3,-2
355,12,troy,auditory,9,9,1,4,C,1,F,5.1147063398148,3,-2
355,12,troy,auditory,9,9,1,5,D,1,C,23.7554108830843,9,4
355,12,troy,auditory,10,15,1,1,A,1,X,7.48129675810474,3,0
355,12,troy,auditory,10,15,1,2,C,1,A,12.4688279301746,5,2
355,12,troy,auditory,10,15,1,3,F,1,C,2.92479532030377,1,-2
355,12,troy,auditory,10,15,1,4,C,1,F,14.9625935162095,7,4
355,12,troy,auditory,10,15,1,5,F,1,C,14.4316567323935,6,3
355,12,troy,auditory,11,5,1,1,A,1,X,4.98753117206983,2,0
355,12,troy,auditory,11,5,1,2,C,1,A,7.48129675810474,3,1
355,12,troy,auditory,11,5,1,3,F,1,C,5.97201094278497,2,0
355,12,troy,auditory,11,5,1,4,C,1,F,9.97506234413965,4,2
355,12,troy,auditory,11,5,1,5,G,1,C,7.48129675810474,3,1
355,12,troy,auditory,12,14,1,1,A,0,X,11.0794996093417,5,0
355,12,troy,auditory,12,14,1,2,D,0,A,4.98753117206982,2,-3
355,12,troy,auditory,12,14,1,3,G,0,D,9.97506234413965,4,-1
355,12,troy,auditory,12,14,1,4,F,0,G,7.48129675810474,3,-2
355,12,troy,auditory,12,14,1,5,C,0,F,0,0,-5
355,12,troy,auditory,13,7,1,1,A,1,X,10.7742945635152,5,0
355,12,troy,auditory,13,7,1,2,C,1,A,12.0031974057293,4,-1
355,12,troy,auditory,13,7,1,3,G,1,C,12.4688279301746,5,0
355,12,troy,auditory,13,7,1,4,F,1,G,14.9625935162095,6,1
355,12,troy,auditory,13,7,1,5,C,1,F,33.940756891718,14,9
355,12,troy,auditory,14,4,1,1,A,1,X,14.7926008819412,5,0
355,12,troy,auditory,14,4,1,2,D,1,A,2.49376558603491,1,-4
355,12,troy,auditory,14,4,1,3,C,1,D,7.35412159035976,2,-3
355,12,troy,auditory,14,4,1,4,G,1,C,2.49376558603491,1,-4
355,12,troy,auditory,14,4,1,5,F,1,G,9.97506234413965,4,-1
355,12,troy,auditory,15,3,1,1,A,0,X,7.48129675810474,3,0
355,12,troy,auditory,15,3,1,2,C,0,A,9.97506234413965,4,1
355,12,troy,auditory,15,3,1,3,G,0,C,12.4688279301746,5,2
355,12,troy,auditory,15,3,1,4,F,0,G,6.10028834890221,2,-1
355,12,troy,auditory,15,3,1,5,C,0,F,12.4688279301746,5,2
355,12,troy,auditory,16,13,1,1,A,0,X,NaN,0,0
355,12,troy,auditory,16,13,1,2,D,0,A,NaN,0,0
355,12,troy,auditory,16,13,1,3,F,0,D,NaN,0,0
355,12,troy,auditory,16,13,1,4,C,0,F,NaN,0,0
355,12,troy,auditory,16,13,1,5,G,0,C,NaN,0,0
355,12,troy,auditory,17,12,2,1,A,1,X,4.98753117206983,2,0
355,12,troy,auditory,17,12,2,2,F,1,A,12.4688279301746,5,3
355,12,troy,auditory,17,12,2,3,C,1,F,4.98753117206983,2,0
355,12,troy,auditory,17,12,2,4,G,1,C,9.97506234413965,5,3
355,12,troy,auditory,17,12,2,5,C,1,G,9.2286820721436,4,2
355,12,troy,auditory,18,1,2,1,A,1,X,12.4688279301746,4,0
355,12,troy,auditory,18,1,2,2,C,1,A,2.49376558603491,1,-3
355,12,troy,auditory,18,1,2,3,F,1,C,9.54403260987079,4,0
355,12,troy,auditory,18,1,2,4,C,1,F,12.4688279301746,5,1
355,12,troy,auditory,18,1,2,5,G,1,C,9.97506234413965,4,0
355,12,troy,auditory,19,3,2,1,A,1,X,4.98753117206983,2,0
355,12,troy,auditory,19,3,2,2,C,1,A,12.4688279301746,5,3
