neuron_i,session_i,monkey,area,trial,seq_idx,seq_rep_n,seq_pos,elem_id,rwd_trial,prev_elem,average_win_fr,average_win_spkCount,average_win_delta_spkCount
1489,31,troy,frontal,1,15,1,1,A,0,X,34.2952001161698,14,0
1489,31,troy,frontal,1,15,1,2,C,0,A,33.0549187405766,13,-1
1489,31,troy,frontal,1,15,1,3,F,0,C,19.2037444162833,8,-6
1489,31,troy,frontal,1,15,1,4,C,0,F,19.9501246882793,8,-6
1489,31,troy,frontal,1,15,1,5,F,0,C,28.6775860466643,12,-2
1489,31,troy,frontal,2,10,1,1,A,1,X,21.3249008417789,9,0
1489,31,troy,frontal,2,10,1,2,C,1,A,34.6200668831755,12,3
1489,31,troy,frontal,2,10,1,3,D,1,C,28.0673875685068,11,2
1489,31,troy,frontal,2,10,1,4,F,1,D,27.431421446384,11,2
1489,31,troy,frontal,2,10,1,5,C,1,F,41.7583918038799,16,7
1489,31,troy,frontal,3,1,1,1,A,1,X,26.7954553242613,11,0
1489,31,troy,frontal,3,1,1,2,C,1,A,14.9625935162095,6,-5
1489,31,troy,frontal,3,1,1,3,F,1,C,18.6586001716064,7,-4
1489,31,troy,frontal,3,1,1,4,C,1,F,22.4438902743142,9,-2
1489,31,troy,frontal,3,1,1,5,G,1,C,22.8749200085831,9,-2
1489,31,troy,frontal,4,5,1,1,A,1,X,24.9376558603491,10,0
1489,31,troy,frontal,4,5,1,2,C,1,A,13.7149925304549,6,-4
1489,31,troy,frontal,4,5,1,3,F,1,C,25.0648310280941,11,1
1489,31,troy,frontal,4,5,1,4,C,1,F,10.1842113981684,5,-5
1489,31,troy,frontal,4,5,1,5,G,1,C,12.9997647139905,5,-5
1489,31,troy,frontal,5,3,1,1,A,1,X,22.0734312409381,8,0
1489,31,troy,frontal,5,3,1,2,C,1,A,28.9696577063941,11,3
1489,31,troy,frontal,5,3,1,3,G,1,C,25.2247653704703,11,3
1489,31,troy,frontal,5,3,1,4,F,1,G,22.4438902743142,9,1
1489,31,troy,frontal,5,3,1,5,C,1,F,22.4438902743142,9,1
1489,31,troy,frontal,6,8,1,1,A,1,X,22.4438902743142,9,0
1489,31,troy,frontal,6,8,1,2,D,1,A,33.2108086064679,12,3
1489,31,troy,frontal,6,8,1,3,C,1,D,28.9031272963138,12,3
